Author,Comment,Published At
@KangGawa,This music Represent love that has a very deep meaning.,2025-01-16T11:01:00Z
@Shyy_princess,𝐖𝐡𝐲 𝐚𝐦 𝐈 𝐬𝐨 𝐨𝐛𝐬𝐞𝐬𝐬𝐞𝐝!!,2025-01-16T11:00:35Z
@Demon獄,lagu jelek kayak gini kok banyak yang suka ya,2025-01-16T11:00:16Z
@Jerique-m6w,This song captures the lonely/inlove/hopeless romantic vibe.,2025-01-16T10:57:51Z
@Revgaming.403,My girlfriend left me telling me lies that she loved me so much. When I catch the truth. I was the only one to cry alone. As she already left me way back then. I lost all my hope for the relationship to work now.❤ This song makes me cry.,2025-01-16T10:57:45Z
@Edit_was_crazy,Copy strike 🤡,2025-01-16T10:56:47Z
@saumyaranjhan,"🔥🎶 ""Blue"" isn't just a song; it's a whole vibe, a masterpiece that hits the soul like no other! 💙 The way you blend emotion with those incredible vocals is pure magic ✨. Every lyric feels like it was written straight from the heart, and the melody? Absolutely heavenly 🎧. Your talent is unmatched, and this track is proof that you're on your way to becoming a legend 🙌. Thank you for blessing our ears and hearts with this gem! 💎💙 Keep shining, Yung Kai! The world needs more of your brilliance! 🌍🔥""",2025-01-16T10:55:48Z
@harryanzx,🇮🇩🇲🇾,2025-01-16T10:55:37Z
@Faizz01-tf8xt,At this moment only this music can accompany my loneliness..damn,2025-01-16T10:55:25Z
@DragonEmpero666,Best song of pre 2025,2025-01-16T10:53:13Z
@xequro23,"it reminds about my crush when I hear this song, whom I'll be not be getting😔",2025-01-16T10:52:21Z
@mizzy8900,I want to thank that cdrama for being the reason this song exists. The second am done with exams am gonna watch it.,2025-01-16T10:51:57Z
@lightcodm.,i love it.,2025-01-16T10:51:03Z
@goose2719,"I can see this popping up in my reccomendations years later, i have alot of things to regret but also alot of things to be thankful for",2025-01-16T10:49:34Z
@aimbird.tuhidoc,In Love With **Blue** 🤧🦋,2025-01-16T10:49:09Z
@chyng1099,"Harusnya dari kemarin "" buat nyaa!!! 🥺🥰",2025-01-16T10:48:07Z
@ElyEly-h7r,YAYY EARLYY,2025-01-16T10:47:30Z
@rianstevanus2315,🥺,2025-01-16T10:46:12Z
@Me_pancakes,im here ꒦ິ^꒦ິ,2025-01-16T10:41:09Z
@Mr_Lg007,Absolute Cinema❤❤❤,2025-01-16T10:39:38Z
@narcczasc4891,"❤Man i hope there are more music like this nowadays, decent lyrics, loving vibe, catchy rhythm and no unnecessary slur or insult. Truly masterpiece ❤❤❤❤❤",2025-01-16T10:39:08Z
@Cute_cloudybyridha,"It, s just ❤🫴🤌❤",2025-01-16T10:37:41Z
@Zyroxxyy,I was just searching this,2025-01-16T10:35:39Z
@SimpStudioID,kpn yh,2025-01-16T10:35:25Z
@JustHShaikh,This song was released in December but i have listened it so much that it feels like yearsss,2025-01-16T10:35:15Z
@SRISHTIKUMARI-g9q,"I am so obsessed with this song❤
Everything is so Mesmerizing about this song
The Lyrics 💖
The Meaning ❤
The Melody 💞 
Soothing Rhythm💙
The Singer✨
Flashback of bittersweet memories 💗
Especially the fact that this song is inspired by the drama ""When I fly towards you""🌸
This song is an emotion💙🩵",2025-01-16T10:35:01Z
@Lubna_QX,if this is COMMENT got 1K likes i Will be confess to my crush 😂😂 and i PROMISE,2025-01-16T10:34:11Z
@HelloRAZIN,"2 hours ago 12,022 views 4.6k likes and  556 comments slayayayayya",2025-01-16T10:33:31Z
@haridskk1845,❤,2025-01-16T10:32:55Z
@XRENNN,"Your morning eyes, I could stare like watching stars
I could walk you by, and I'll tell without a thought
You'd be mine, would you mind if I took your hand tonight?
Know you're all that I want this life
I'll imagine we fell in love
I'll nap under moonlight skies with you
I think I'll picture us, you with the waves
The ocean's colors on your face
I'll leave my heart with your air
So let me fly with you
Will you be forever with me?
My love will always stay by you
I'll keep it safe, so don't you worry a thing, I'll tell you I love you more
It's stuck with you forever, so promise you won't let it go
I'll trust the universe will always bring me to you
I'll imagine we fell in love
I'll nap under moonlight skies with you
I think I'll picture us, you with the waves
The ocean's colors on your face
I'll leave my heart with your air
So let me fly with you
Will you be forever with me?",2025-01-16T10:32:18Z
@DimTaehyun,Biruuu🎉🎉🎉🎉,2025-01-16T10:31:53Z
@nattawatofficial17,blue to you 🤍,2025-01-16T10:28:21Z
@franky0226,"“I'll trust the universe will always bring me to you”. Damn! So Good, Yung!",2025-01-16T10:27:17Z
@eunicebarrocamo6653,This song won’t be aged❤,2025-01-16T10:26:01Z
@mastertrevie2023,Absolute fire,2025-01-16T10:23:57Z
@ahmadpy.,Blueblueblueblue💙,2025-01-16T10:23:50Z
@faniaaaaaaaaaaaa,GUA CINTA BGT SAMA LAGU INI. LOVE U YUNGKAI ❤❤,2025-01-16T10:20:54Z
@prat_ikpawar,Something looks glitched at 1.15,2025-01-16T10:19:35Z
@ninezzazes9585,2 hours 😊,2025-01-16T10:18:51Z
@theycallmeshin,reminds me of my significant other. literally.,2025-01-16T10:17:38Z
@hellomcpe1767,Cute song ❤,2025-01-16T10:17:12Z
@zinatroksana,"I remember When I fly towards you>>>>
Both are amazing😭🎀🤍",2025-01-16T10:13:54Z
@zinatroksana,His voice>>>>>>>>>,2025-01-16T10:11:53Z
@zinatroksana,Dreamy song 🎀🎀🤍🤍,2025-01-16T10:11:10Z
@Daiiron,Ahh yes love song👤,2025-01-16T10:09:45Z
@uandsidi,"demasiado buena basta
se la quiero dedicar a alguien pero no tengo a nadie para hacerlo😔",2025-01-16T10:07:29Z
@rechellenbayonon4877,Id play this in a cemetery,2025-01-16T10:05:41Z
@taktaulahhh,I'll be back tomorrow,2025-01-16T10:05:23Z
@daaru.badnam,Jav code ?,2025-01-16T10:05:00Z
@kenpoo,Why this lyrics relate to me😭,2025-01-16T10:03:06Z
@かぼちゃ-v2z,ほんとに感動します,2025-01-16T10:02:32Z
@Neptune._._.,"Anyways random storytime
Sooo today I had a small cultural fest at my skl and one of my frnds brought his ukulele with him and he can play it pretty gud tbh so my other frnd suggested he should play blue by Yung Kai and we turned off the lights of our classroom and let the sunlight in when he started singing it was so beautiful he sings rllyyy good. I'll remember this day forever it was a beautiful day",2025-01-16T10:02:11Z
@theboyfromtheclassics8390,I can listen to this and fall in love again and again,2025-01-16T10:01:14Z
@theboyfromtheclassics8390,This song is gonna be remembered in ages,2025-01-16T10:00:50Z
@Moonstruck-o4l,Idk why I want han to cover this.,2025-01-16T09:59:45Z
@manofculture-69,Bro is his own biggest fan😂,2025-01-16T09:59:40Z
@aetherofc,udahh hapall😸,2025-01-16T09:58:43Z
@sundararpuda8279,"Your song blue makes me feel special. And your song, ""listen to this when your down<3"" Gives me hope. Thank you. Waiting for more. 🦄🍭",2025-01-16T09:56:24Z
@masfer_kush,""" Although there are many forms of love in this world, this time I choose to love you like the silent and invisible yet soothing wind. ""
-
• 16 Jan 2025 🇲🇨",2025-01-16T09:56:19Z
@mohamednaveed2457,i loooovveeee this song 🥺💖💖,2025-01-16T09:55:59Z
@KenapaBisa-l2u,my kisah,2025-01-16T09:55:51Z
@happyboy8449,Song ❌ masterpiece ✅,2025-01-16T09:55:42Z
@kasturi002,Woken up by my neighbour  playing this out loud 😭🙏🏻,2025-01-16T09:55:10Z
@darkdevil5793,The visuals🥺✨,2025-01-16T09:55:01Z
@kim_Palakk782,Amazing music 🎶,2025-01-16T09:53:30Z
@darkdevil5793,0:19 the visuals are so perfect 😩💕,2025-01-16T09:53:13Z
@ActoVerse,This man brang back love at late 2024.,2025-01-16T09:53:10Z
@Zulfi_Rhmnz,"setiap dengerin lagu ini, isi otak selalu mikir ""kapan ya?""",2025-01-16T09:53:00Z
@ronitmangukiya,I've listened to this song many more times than Yung Kai 😭,2025-01-16T09:52:10Z
@ronitmangukiya,"I can't fall in love with someone, so I fell in love with this song",2025-01-16T09:50:27Z
@cleo1768,HELL YEAH!!!!!!!,2025-01-16T09:49:55Z
@dynamissxd,Le me - Singing Blue without even knowing its lyrics,2025-01-16T09:49:22Z
@Jokowiyounger,My kisah,2025-01-16T09:49:03Z
@Hadia007bc,cute ,2025-01-16T09:48:41Z
@Anjalibaby-gy3tj,Bro I'm literally in love with this song 💘,2025-01-16T09:48:16Z
@leooo0224,"bahkan sebelum official lyric videonya muncul, sudah ada streamer besar yg live streaming starting stream 5 jam dengan backsound instrumen lagu ini",2025-01-16T09:48:05Z
@usershorts31,Beautiful think don’t ask for attention ❤,2025-01-16T09:47:59Z
@yourbaepeachys1683,i'll tell you i love you more <3,2025-01-16T09:46:49Z
@TaeO-or2kt,When yh,2025-01-16T09:46:32Z
@zikriarman,This song describes someone's loyalty and affection,2025-01-16T09:46:00Z
@FlyKnight_Official,soft spoken person's anthem..,2025-01-16T09:45:49Z
@sarthaQMC,early-ish,2025-01-16T09:45:37Z
@ParneetSidhu823,i am thinking why julia didnt promote this song on her page,2025-01-16T09:45:31Z
@millelim3109,Okay but the girl is ridiculously gorgeous who is she 😭✋,2025-01-16T09:45:01Z
@Alpha-b6o,penyakit yung kai blue,2025-01-16T09:43:44Z
@zygyzy,This song makes me miss my first love that I don't even have yet..,2025-01-16T09:43:11Z
@NiatyaYuanaa,Thanks for released a song that I’ll never get tired to listening to again and again ❤,2025-01-16T09:40:33Z
@binhkyaibi9408,im single and i love this song,2025-01-16T09:39:20Z
@shinyomuri,"Video clipnya gemes banget, berasa lebih real",2025-01-16T09:39:18Z
@hendriplk4581,Terbaik versi Indonesia,2025-01-16T09:39:13Z
@Bee-d3b8z,"I really like your voice, it's so beautiful.😊",2025-01-16T09:39:03Z
@KiyaTii,Early,2025-01-16T09:38:45Z
@LZgameplay123,This song is like fall in love,2025-01-16T09:38:17Z
@senpai9590,The sweet voice of a person with a sweet smile✨,2025-01-16T09:37:58Z
@notgoofyahh420,Now this is cool,2025-01-16T09:37:38Z
@jdude_real5590,Love it!!!!,2025-01-16T09:37:18Z
@sadikislamudoy7769,Like if you are listening.,2025-01-16T09:36:50Z
@fakhrifahmi21,""" I'll the trust the universe will always bring me to you""",2025-01-16T09:36:28Z
@DJRian1,"""imagine""",2025-01-16T09:36:28Z
@SufyanAlbarri,BEK BEK,2025-01-16T09:35:52Z
@Andromeda.01,Please don't be gay,2025-01-16T09:35:17Z
@dabboysharsh9151,just can't stop listening to this song ❤,2025-01-16T09:34:53Z
@JayceeTheAussie,wait wat,2025-01-16T09:34:45Z
@sakura.luvss.1,My ears have been blessed 😻,2025-01-16T09:34:13Z
@rahulkrishna2585,"I can't get enough of BlueThere's just something about the vibe that pulls me in every time. The way the sound flows is so unique, and it hits all the right emotions. I’ve been replaying it nonstop, and each time, it feels like I catch something new. It's one of those songs you just get lost in, and I can't help but keep coming back to it.💙",2025-01-16T09:34:06Z
@bacangkak,What's up my fellow yearners!!,2025-01-16T09:33:22Z
@Leehyunlix22,Peace in every note-this might just be the most relaxing song ever.❤️,2025-01-16T09:33:19Z
@hopemerthybabor6654,this song will never get old,2025-01-16T09:33:04Z
@divvijjain521,"""Imagine""",2025-01-16T09:32:23Z
@shoot1ng.st4rs.1,"Just discovered the full song today and can't get it off my brain oml! 🎀 
Your vocals sound so ethereal, Keep it up Kai! ♡",2025-01-16T09:32:21Z
@francogaming245,"Apalagi ini wkwkw udah udah,,udah gabakal dapet viwers gede lagi,mentang mentang naik daun langsung aploud lain,lucu 😂😂",2025-01-16T09:31:40Z
@kathu712,It became my favourite song😊,2025-01-16T09:31:27Z
@Alaa7-q9r,It’s the best love song 😾💗,2025-01-16T09:31:23Z
@Hodakacc,This song always gives me good feelings and memories❤️✨,2025-01-16T09:30:59Z
@Zepthical,1 hour and 5k views bro fell off  ( probably not sarcasm ),2025-01-16T09:29:24Z
@Manab01.,"The Song is good but not really that great.












Yeah come at meeeee you peoplee",2025-01-16T09:25:47Z
@hina109,I'm just obsessed with this song now.. addicted. 😭❤️,2025-01-16T09:25:26Z
@Just_bob-y9q,"you got a new song bro all you post it's just the same thing over and over, come on you can do better",2025-01-16T09:24:25Z
@sararai2,He always makes the warming song 🎧 💕,2025-01-16T09:23:39Z
@eztlified,Absolute Cinema.,2025-01-16T09:23:30Z
@VryMuxiel,"Penyakit blue-yung kai gila kumat. Kapan yh, when yh, my kisah 😂",2025-01-16T09:23:26Z
@Cherry_1-h4k,This is my favorite song to listen❤ it's like you feel it when you listen through the music❤,2025-01-16T09:22:25Z
@ReianthonyB.Valuenzuela,yooo,2025-01-16T09:22:00Z
@panjibp9270,Yung Kai the GOAT,2025-01-16T09:21:42Z
@retro-glitch,Idk why but the melody just feels so nostalgic.. 🎈❤️,2025-01-16T09:20:59Z
@Ruka-gg-n5l,Penyakit blue yung-kai gilaaa💀,2025-01-16T09:20:34Z
@dhruvaishnav,enough of blue now we want red or green,2025-01-16T09:19:26Z
@Tunaaaaaaaakkkk,No vulgarity just pure two souls and beautiful lyrics(listening it 20 times a day)😭🤍,2025-01-16T09:18:13Z
@Sadeenstudy,My favourite song🥹🩵🩵,2025-01-16T09:17:54Z
@gxpato,You guys got lots of beautiful footages,2025-01-16T09:17:52Z
@icenangelo5391,🙆,2025-01-16T09:17:27Z
@watson_haziee_25,you looks so cute kaiiii<3,2025-01-16T09:17:11Z
@athirar27,a feeling that cannot be just expressed through actions was shown in this song💗,2025-01-16T09:17:10Z
@AdhendaPermana,Every time I hear this song my imagination is carried away by beautiful memories in my life ^^,2025-01-16T09:16:55Z
@Brudal_Gaming,Hi bro i from Indonesia and i like this music ❤,2025-01-16T09:16:36Z
@avegvr1,WOAHHH,2025-01-16T09:16:06Z
@HoCasPoCas-d9d,something about this song ughhh............. I can't even explain things I feel while listening to this song😭❤,2025-01-16T09:15:49Z
@samantahossain1073,The urge to say it to someone,2025-01-16T09:15:44Z
@n.w.6209,♡~,2025-01-16T09:14:14Z
@astrobeastgaming8220,"BRO IS HEALING SOMETHING HE DID'NT  EVEN BREAKE❤‍🩹

LOVE FROM INDIA BRO!🇮🇳<3",2025-01-16T09:14:03Z
@farhanraiba5544,❤❤❤,2025-01-16T09:13:42Z
@bellamorgann,That’s Julie ma,2025-01-16T09:13:39Z
@Zortuy,❤❤❤,2025-01-16T09:12:45Z
@fathmaathenaamormondejar,"with this song,it feels like SOMETHING. This should be a love song,but why do I feel sad just by hearing it's melody🥹",2025-01-16T09:12:44Z
@kay_iskool,dude i just finished wifty rn and i see this,2025-01-16T09:12:27Z
@Lauv.rè,Uwaaah i just love this song and it’s vibes so much. 🤍,2025-01-16T09:11:12Z
@Hypusa,i could stare lik watching stares,2025-01-16T09:09:49Z
@Hypusa,i could stare lik watching stares,2025-01-16T09:09:49Z
@Hypusa,i could stare lik watching stares,2025-01-16T09:09:45Z
@keyn9284,really good song.completely obssessed with it,2025-01-16T09:09:12Z
@ayayaka.audios,"Where love fades, memories sing—Blue🦋",2025-01-16T09:09:07Z
@NEONplaysPaLWorld,uwuuu(discorddd gangggg),2025-01-16T09:08:29Z
@TopiaBlockBunnyGirl,"i can’t, Yung Kai’s voice is so underrated, i love this song with all my heart fr 😭",2025-01-16T09:07:01Z
@garinwahyu8864,"Kenapa aku melakukannya? 

Karena Pahlawan Himmel pasti akan melakukannya ☺🌷",2025-01-16T09:06:57Z
@aoifekun,this makes me miss my nonexistent lover,2025-01-16T09:06:41Z
@AestheticCosmos,"It's clearly not my love story, but whenever I hear ‘Blue’ I feel like it's written for me!
Or maybe it’s just not me but everyone else's thought!💙",2025-01-16T09:03:36Z
@Bang_Almaz,,2025-01-16T09:03:17Z
@Heravens,Yayayayayay,2025-01-16T09:03:02Z
@furrygyu,bro took aesthetic to a whole diff level😭💗,2025-01-16T09:01:41Z
@omkarbankar24,yooo do some stuff with jasonnn bro,2025-01-16T09:01:29Z
@dh_zen,Sup,2025-01-16T09:00:56Z
@ArsAiniV,Imma perform this in school,2025-01-16T09:00:33Z
@michael.3kl,😌😌😌😮‍💨,2025-01-16T09:00:31Z
@IyoCoyyCh,"Penyakit blue yung kai gila😂
Kapan yah?😔",2025-01-16T09:00:27Z
@fundayghulam965,"""Everyone has their moment.""",2025-01-16T09:00:26Z
@christiang.charcos6128,Love this song,2025-01-16T09:00:20Z
@djandxalia,Pahlawan Himmel,2025-01-16T08:59:54Z
@gxff5.5kviews41,🇧🇩💚,2025-01-16T08:59:51Z
@RJZTT_2,"Anyone 2025 

👇🏻",2025-01-16T08:59:41Z
@ritusharma467_,Yung kai forever 💗,2025-01-16T08:59:15Z
@lil-Q404,The best song,2025-01-16T08:59:15Z
@OkkotsuKam,OMG I LOVE EVERYTHING ❤❤,2025-01-16T08:59:11Z
@iksarjanuar6306,"the song helps me remember her voice, her laugh and her face.",2025-01-16T08:58:24Z
@WeatheringWithBTS,Well somewhere we all needed this 😌💙🩵,2025-01-16T08:58:08Z
@firdausfaiz886,One of the beautiful song that we need to listen,2025-01-16T08:58:03Z
@Minsungeva,OMG I LOVE THE MEANING OF THIS SONG YOU GO KAI YOURE GONNA GO FAR💛,2025-01-16T08:57:43Z
@abilek_,🗿,2025-01-16T08:56:54Z
@angellgerocheyt,i wanna hear sum more yung kai 💙,2025-01-16T08:56:09Z
@Marzan.r_236,Imagine.,2025-01-16T08:55:55Z
@ItranSaparati,My favorite song💙,2025-01-16T08:55:19Z
@Prashant13258,this song is love 0:36 ❤❤❤❤❤❤❤❤❤❤❤❤,2025-01-16T08:55:08Z
@FiddleRiddle2,One of the best songs to play while your making breakfast at 7 am,2025-01-16T08:54:46Z
@Jay_10322,such a beautiful song  ♡︎,2025-01-16T08:54:28Z
@zorouu7137,Penyakit Yung Kai Blue Gila,2025-01-16T08:54:12Z
@GRiper99,"im sorry, but if you say its official lyric video, its bad
sometime i can't read the text, too small,
and the background video is annoying, because the color blends with the text",2025-01-16T08:53:21Z
@BigMaki-chan,"Ohh, the lyric video",2025-01-16T08:53:06Z
@shinigamitaj3172,This song has me feeling nostalgic and sad everytime. But I still come back to savour the bittersweet memories. Somethings can never be replaced,2025-01-16T08:52:12Z
@liamnelson2820,The imagination with her was beautiful...sadly it just an imagination💔,2025-01-16T08:51:46Z
@Sowjanya.0t5,"It's a perfect song, every thing about this is just far beyond perfect. Feels nostalgic and lovely. Every line is so poetic and pure.",2025-01-16T08:51:17Z
@PhueCherry,blue❤,2025-01-16T08:50:48Z
@vincentzc2525,"Fine, I'll listen to this song again for the 23468723 times~",2025-01-16T08:50:14Z
@viveklohia1280,Me and her if she accept my proposal  but she didn't accept it so this song reminds me of her ♥️🌧️,2025-01-16T08:49:37Z
@gagan391,Best song of 2024-25,2025-01-16T08:48:56Z
@IsaiahKim-v7y,Gives me w2e vibes ❤,2025-01-16T08:48:26Z
@Ehauvev,damn,2025-01-16T08:48:22Z
@AvrageBandi,"cool
i love this song",2025-01-16T08:47:59Z
@yasa95,Im gonna remember this song my whole life,2025-01-16T08:47:58Z
@cloud9-sara,LOVE U YK!!!!,2025-01-16T08:47:48Z
@SUMITCHETRY11,"It's  3:35 am (17 jan) sitting alone while enjoying the beauty of nature, with lots of regrets and unsaid words , living in delusion but recalling all the days and happy moments with her 💖 thankyou for this masterpiece kai",2025-01-16T08:47:25Z
@ShortFormStarsPod,Your morning eyes!!! :),2025-01-16T08:47:07Z
@dracobaka,on a side note the girl is so pretty,2025-01-16T08:46:48Z
@Oveneq,yung kai cenat,2025-01-16T08:46:26Z
@emm21522,🎧🍯,2025-01-16T08:46:07Z
@historia_sk21,IAM SO OVER OBSESSED TO THIS SONG AND THOSE LYRIC'S WERE JUST 🤧😭🤌🏻,2025-01-16T08:46:07Z
@officialrenx,Nice lyric yungggggg,2025-01-16T08:45:42Z
@yakuyaja12,"this song reminds me of him, we once sang this song together but now we look back at each other to know how far we left each other",2025-01-16T08:45:37Z
@SELLASELLA-l8b,Seriusan untuk orang indo tolong jelasin makna lagu ini,2025-01-16T08:45:06Z
@m.dn.ghtz_30,YAY love this song sm.,2025-01-16T08:44:51Z
@beyoriofficial2988,"""My Kisah""🥰",2025-01-16T08:44:35Z
@robertgaming2442,Blue song will never be forgotten closing song of 2024🎵🎶,2025-01-16T08:44:31Z
@historia_sk21,YUNG KAI ur the best of all time 🤧🤌,2025-01-16T08:43:15Z
@jethheriee,"Kai, please make a new song with the same vibe and atmosphere. Like a nostalgic song that gives you the vibe of drinking a cold drink in the evening while the sun is rising.",2025-01-16T08:43:12Z
@amiraxtulip,Love this song!!!,2025-01-16T08:42:53Z
@_liberty_walker,This song literally describes my imagination.. it's just so peaceful.,2025-01-16T08:42:05Z
@BISHALDAS-d7o,"I'll leave my heart with your air..
So let me fly with you 💜💜...

This line...🫠🫠🫠🫠🫠🫠",2025-01-16T08:41:59Z
@EunchaeBBG,This man sings out Love,2025-01-16T08:41:37Z
@NeizieNgunuo,😭💙💙🩵🩵,2025-01-16T08:41:14Z
@chipuyuh924,how dare YouTube hide this from me for 40 minutes,2025-01-16T08:41:05Z
@topsi-nope371,<3,2025-01-16T08:40:55Z
@thvnaoo,"i can’t, Yung Kai’s voice is so underrated, i love this song with all my heart fr 😭💕",2025-01-16T08:40:42Z
@historia_sk21,"THIS SONG AHH!!!!!!!!!!!!
 IAM soooo ADDICTED TO THIS 😭🤌",2025-01-16T08:40:18Z
@namita_dev03,This song has all of our hearts Yung Kai❤✨ thank you so much,2025-01-16T08:40:06Z
@hasinisingamsetti9995,adorable is the only word i can find for this man 🔥,2025-01-16T08:39:49Z
@chessax575,The breeze of air pictures the sunset😊,2025-01-16T08:39:46Z
@user-eo7vb7dv5p,omg no wae,2025-01-16T08:39:40Z
@SinKiNet,🗣️ My kisah,2025-01-16T08:39:01Z
@annabelluansing5793,I love this song its so calm❤,2025-01-16T08:38:49Z
@affanafrizalgani9494,"official lyrics video, using some of the outtakes of actual music video?
GREAT!",2025-01-16T08:38:40Z
@ImYourMonaLisa,This is so precious shutup😭✋️,2025-01-16T08:38:21Z
@firz8744,This man single-handedly made every single person fall in love,2025-01-16T08:38:12Z
@AmbikaThakur-v9o,"The more I listen the less it feels <3 ""u're all that I want this life :)""",2025-01-16T08:38:09Z
@rechevalencia8685,i like this song,2025-01-16T08:37:57Z
@pipat4150,❤,2025-01-16T08:37:31Z
@tns_suisui,Are they real couples?,2025-01-16T08:36:56Z
@Dapew,Karena sesungguhnya pahlawan himmel akan melakukan hal yang sama,2025-01-16T08:36:33Z
@arvi197,Bnyak bet videonya bang 😅,2025-01-16T08:36:19Z
@Crim3z1,listening to a love song while being single is great,2025-01-16T08:35:59Z
@humphreypaulican6805,This is the best calm song ever on youtube,2025-01-16T08:35:23Z
@Khalid87281,Bro need something new. ❤,2025-01-16T08:35:02Z
@SyahrulHD,pertamax,2025-01-16T08:35:02Z
@ReallzXD,"Playing this song.
While staring at the skies.
Laying down on a grass field.

Best feeling ever..",2025-01-16T08:34:59Z
@ElyMigoYT,it's 2025 and this song still hits the spot 🫂💙,2025-01-16T08:34:09Z
@brickfilmzztheater7035,the opening guitar solo is way too beautiful man ❤😭,2025-01-16T08:34:08Z
@kasumithev9999,PENYAKIT BLUE YUNGKAI GILA,2025-01-16T08:33:01Z
@Brocoly-h7p,I love this 💙,2025-01-16T08:32:51Z
@ilovetulips11,DANG THIS IS SO GOOD 😭😭,2025-01-16T08:32:43Z
@MalemanRehbock-o8b,Akhirnya dapet jakpot besar setelah coba-coba di 𝘿𝐸𝐖AD𝑂R𝐀. Kamu kapan coba?,2025-01-16T08:31:35Z
@eusford,Yeah,2025-01-16T08:31:19Z
@rady25,"Lagu ""my kisah""",2025-01-16T08:31:06Z
@malhotrazuiga-p7k,"𝘿𝐸𝐖AD𝑂R𝐀 main santai aja, tapi WD jalan terus",2025-01-16T08:31:05Z
@mamat_juwan,Until I Found You 🗿,2025-01-16T08:30:52Z
@imnotdas,.,2025-01-16T08:30:37Z
@gentlegoat,this video was to be recommended after 10 years !!!😭😭😭,2025-01-16T08:30:14Z
@Rip_AkiraToriyama855,"This song gives the vibe of

Love

Past 

Nostalgia 

Times when we were happy

Lost the loved ones😢


The sad times 

The goofed up times",2025-01-16T08:30:03Z
@MakoniTopacio-f4d,"Tidak menyangka bisa mendapatkan sebanyak ini dari 𝘿𝐸𝐖AD𝑂R𝐀, langsung mentraktir teman-teman!",2025-01-16T08:29:41Z
@MAKOUSKIAramex-d2s,Beberapa pemain melaporkan pengalaman positif dengan 𝘿𝐸𝐖AD𝑂R𝐀.,2025-01-16T08:29:17Z
@AkanshaAnand-x7p,so cuteeee💞,2025-01-16T08:29:08Z
@bipulthapa4118,damn.,2025-01-16T08:28:59Z
@MakoniTopacio-l8c,"Jika Anda mencari rasa kebersamaan, 𝘿𝐸𝐖AD𝑂R𝐀 layak dicoba.",2025-01-16T08:28:59Z
@user-wr7yb5lw9v,I like this,2025-01-16T08:28:40Z
@nev0r-sama907,goated song fr,2025-01-16T08:28:35Z
@agungrenaldy2574,This song really suits her character and personality❤🎉,2025-01-16T08:28:17Z
@AyeChan_TJ,It's 3.1K now. I will return soon,2025-01-16T08:28:07Z
@maidanaCpena-b6c,"Jika Anda ingin meningkatkan keterampilan Anda, 𝘿𝐸𝐖AD𝑂R𝐀 bisa bermanfaat.",2025-01-16T08:27:55Z
@mahagantengHRUAIA-m3p,𝘿𝐸𝐖AD𝑂R𝐀 adalah platform yang terus berkembang dan berinovasi.,2025-01-16T08:27:33Z
@mahendraArroyo-n9x,"Main sebentar aja langsung dapet rezeki besar, keren banget 𝘿𝐸𝐖AD𝑂R𝐀!",2025-01-16T08:27:26Z
@magnetoPsteele-c3t,Keberuntungan besar bikin aku makin semangat main lagi di 𝘿𝐸𝐖AD𝑂R𝐀!,2025-01-16T08:27:09Z
@ramyaacharya.05,"This song soothes my mind, it brings me inner peace",2025-01-16T08:26:54Z
@kelvin.gd_mlbb,"I love this song so much, it reminds me of her",2025-01-16T08:26:53Z
@ccamv5923,girls writen  by sawako,2025-01-16T08:26:50Z
@nenengtriwahyuni9402,omaga its perfect time you just uploaded this,2025-01-16T08:26:42Z
@Mara-et5kj,I’m in love with this song ❤❤,2025-01-16T08:26:32Z
@Pretty_kpop28,I'm.in.love.with.this.SONGGGGGGGGGGG❤,2025-01-16T08:26:22Z
@MagnewAhouser-n2m,"𝘿𝐸𝐖AD𝑂R𝐀 gampang banget buat dapet hasil gede, gk ribet",2025-01-16T08:26:14Z
@ranggaws5387,I'm so addicted to this song,2025-01-16T08:26:13Z
@All_in_one1tricks,This song shake whole world ❤ what a pure voice 🫶🏻🫶🏻,2025-01-16T08:26:01Z
@floxyy50,OOOMAAGAA,2025-01-16T08:25:57Z
@NonkeySun,SOOOO EARLYYYY! love this song ❤❤❤,2025-01-16T08:25:54Z
@TechnaGamers,2025🎉,2025-01-16T08:25:28Z
@lilieee-sl4y,"I luv this song, its so peaceful and lovely.",2025-01-16T08:25:24Z
@akirareito72,Pokoknya gua komen,2025-01-16T08:25:18Z
@ALAN-mx7ix,but how the universe will bring her to me?,2025-01-16T08:25:16Z
@anurupamaity4597,"Hi kai,❤

You don’t know how much I love this song. I listened this when I watched when I fly towards you. I fell in love witb this song. My love lives in a different country. I miss him a lot. This song always makes me calm, I sleep often while listening this. Please make more. Take my love.❤",2025-01-16T08:25:08Z
@vansh6775,🕊️🕊️,2025-01-16T08:24:16Z
@divmansahambangung,where is hero himmel ?,2025-01-16T08:24:12Z
@MangaMeld,Looping with the trend forever ♾️♾️♾️♾️♾️♾️♾️♾️♾️♾️♾️♾️♾️♾️♾️♾️♾️,2025-01-16T08:23:46Z
@Shin-zou-Sasageyo800,After i saw thumbnail and video quality i thought this music video was 12 years ago but then i realised it's 12 minutes ago lol😅,2025-01-16T08:23:22Z
@ghitaelfougani,"I can't stop listening to this song❤ the lyrics are so simple, but the vibe is just amazing. It gives me chills every time!",2025-01-16T08:23:03Z
@sssuchiable,❤,2025-01-16T08:22:55Z
